,AMBIENT_TEMPERATURE,DISCHARGE_FLOW_COMMON,DISCHARGE_PRESSURE,DISCHARGE_TEMP_1,FLOW_1,FLOW_2,GROSS_LOAD,IB_SEAL_DRAIN_TEMP,MOTOR_CURRENT,MOTOR_IB_TEMP_1,MOTOR_OB_TEMP_1,MOTOR_STATOR_TEMP_1,MOTOR_STATOR_TEMP_2,MOTOR_STATOR_TEMP_3,OB_SEAL_DRAIN_TEMP,PUMP_DELTA_PRESS_CV,PUMP_IB_TEMP_1,PUMP_OB_TEMP_1,PUMP_OB_TEMP_2,SUCTION_PRESSURE_1,SUCTION_STRAINER_DP,SUCTION_TEMP_1
2018-11-18 16:39:01.598,28.54973221,1346.673584,2.597948313,179.2309418,1337.363525,1337.363525,825.6461182,43.83675385,85.53003693,59.84564972,42.28157043,78.6036911,75.80147552,74.12653351,43.11091232,1.416951776,61.43516159,70.7530899,63.78174591,1.180996537,19.6384964,179.2309418
2018-11-18 16:39:06.604,28.18845177,1230.918579,2.590620518,176.3404083,1223.258789,1225.817383,758.4814453,43.370121,81.71958923,59.76749802,42.69622421,77.55587769,74.70220184,73.10629272,42.64437866,1.470688939,61.74795151,70.90991211,63.65133286,1.119931579,16.76844215,176.2864075
2018-11-18 16:39:11.610,27.85299873,1243.824585,2.580850363,175.9624023,1237.508789,1238.774536,763.2789307,43.03315735,82.5989151,58.93397903,41.97063446,76.48218536,73.83873749,72.21710968,42.35931015,1.46702528,61.40909576,71.14517975,63.8860817,1.113825083,16.95163727,175.9354248
2018-11-18 16:39:16.616,27.36281586,1321.627197,2.593063116,178.2041168,1312.12915,1313.32019,816.0512085,42.90357208,84.94380951,57.91841888,41.11566544,76.40364838,73.62948608,72.06022644,42.43707275,1.428859472,60.70545959,71.22360229,64.27733612,1.164203644,19.02784538,178.2311249
2018-11-18 16:39:21.622,26.89848137,1322.602051,2.593063116,178.5013428,1313.114014,1315.492432,813.6524658,42.98132706,84.65071106,57.63203049,40.54580688,76.53456879,73.57715607,72.00791931,42.35931015,1.424279571,60.41883087,71.27587891,64.27733612,1.168783545,18.96678162,178.5013428
2018-11-18 16:39:26.631,26.51158333,1361.87207,2.612603903,180.4474182,1350.371582,1351.526001,842.4373169,42.92947769,85.82315826,57.13741684,39.74300385,76.58690643,73.62948608,72.03407288,42.3852272,1.407181382,60.02801132,70.83149719,63.8860817,1.205422521,20.12701416,180.4474182
2018-11-18 16:39:31.638,26.02157593,1295.726196,2.588177919,177.6367798,1288.461792,1290.887817,801.6587524,42.17791367,83.7713623,56.46070099,39.09571838,74.57139587,71.56344604,69.94293213,41.50426102,1.439240456,59.975914,70.93605804,63.7295723,1.148937464,18.35613251,177.6638184
2018-11-18 16:39:36.644,25.60900879,1276.663574,2.588177919,177.0425415,1264.342651,1266.816406,787.2663574,41.99652863,82.89203644,55.65403748,38.68151093,73.28940582,70.4394455,68.81948853,41.16746521,1.451453447,59.76749802,70.85764313,63.62524033,1.136724472,17.62335205,177.0425415
2018-11-18 16:39:41.652,25.27381516,1382.328125,2.605276346,180.4474182,1374.407593,1375.54187,857.6293945,42.20383453,86.99560547,55.44588852,38.37090683,74.85921478,71.95562744,70.28264618,41.6078949,1.3968006370000001,59.24651337,70.20425415,63.26012802,1.208475709,20.85979652,180.4474182
2018-11-18 16:39:46.658,24.93867493,1370.459595,2.597948313,179.7174835,1354.419556,1356.722534,848.0343628,41.34880829,86.40937042,54.35337448,37.15461349,73.52482605,70.4394455,68.81948853,40.77890778,1.40321219,58.33501053,69.94293213,62.84291458,1.194736123,20.31021118,179.7445068
2018-11-18 16:39:51.664,24.57778549,1377.951416,2.602833748,180.285202,1368.86499,1371.142334,855.2305908,41.27109146,86.99560547,53.9892807,37.15461349,73.62948608,70.49172974,68.87171936,40.75302124,1.398937941,57.94443893,69.68161774,62.76469421,1.203895807,20.61553383,180.285202
2018-11-18 16:39:56.670,24.47467804,1404.463989,2.602833748,180.7177734,1395.555176,1397.78772,869.6230469,41.63378906,87.28871918,53.93728256,37.15461349,73.91726685,70.70080566,69.13295746,41.14157486,1.385198236,57.99652481,69.68161774,62.76469421,1.217635512,21.83683586,180.7718658
